cyclone_id,cyclone_name,dataset_split,sequence_index,forecast_origin_timestamp_t,plotted_x_coordinate_hours,input_timestamp_t_minus_12h,input_timestamp_t_minus_9h,input_timestamp_t_minus_6h,input_timestamp_t_minus_3h,input_timestamp_t,actual_vmax_t,actual_vmax_t_plus_3h,actual_vmax_t_plus_6h,actual_vmax_t_plus_9h,actual_vmax_t_plus_12h,actual_vmax_t_plus_15h,actual_vmax_t_plus_18h,actual_vmax_t_plus_21h,actual_vmax_t_plus_24h,target_timestamp_plus_6h,target_timestamp_plus_12h,target_timestamp_plus_24h,transformer_pred_plus_6h,transformer_pred_plus_12h,transformer_pred_plus_24h,gru_pred_plus_6h,gru_pred_plus_12h,gru_pred_plus_24h,persistence_pred_plus_6h,persistence_pred_plus_12h,persistence_pred_plus_24h,plotted_target_timestamp_in_graph
200801I,VSCS Nargis,Held-Out TEST Set,3,2008042615,9.0,2008042603,2008042606,2008042609,2008042612,2008042615,23.0,25.0,25.0,25.0,28.0,30.0,33.0,35.0,40.0,2008042621,2008042703,2008042715,23.89,27.24,35.14,24.78,27.66,33.34,23.0,23.0,23.0,"{'+6h_subplot_target_timestamp': '2008042621', '+12h_subplot_target_timestamp': '2008042703', '+24h_subplot_target_timestamp': '2008042715', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
200801I,VSCS Nargis,Held-Out TEST Set,4,2008042618,12.0,2008042606,2008042609,2008042612,2008042615,2008042618,25.0,25.0,25.0,28.0,30.0,33.0,35.0,40.0,45.0,2008042700,2008042706,2008042718,25.31,29.1,37.87,26.91,31.05,38.97,25.0,25.0,25.0,"{'+6h_subplot_target_timestamp': '2008042700', '+12h_subplot_target_timestamp': '2008042706', '+24h_subplot_target_timestamp': '2008042718', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
200801I,VSCS Nargis,Held-Out TEST Set,5,2008042621,15.0,2008042609,2008042612,2008042615,2008042618,2008042621,25.0,25.0,28.0,30.0,33.0,35.0,40.0,45.0,50.0,2008042703,2008042709,2008042721,26.43,31.45,42.74,29.12,34.0,43.13,25.0,25.0,25.0,"{'+6h_subplot_target_timestamp': '2008042703', '+12h_subplot_target_timestamp': '2008042709', '+24h_subplot_target_timestamp': '2008042721', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
200801I,VSCS Nargis,Held-Out TEST Set,6,2008042700,18.0,2008042612,2008042615,2008042618,2008042621,2008042700,25.0,28.0,30.0,33.0,35.0,40.0,45.0,50.0,55.0,2008042706,2008042712,2008042800,29.07,35.11,48.42,32.49,37.69,47.29,25.0,25.0,25.0,"{'+6h_subplot_target_timestamp': '2008042706', '+12h_subplot_target_timestamp': '2008042712', '+24h_subplot_target_timestamp': '2008042800', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
200801I,VSCS Nargis,Held-Out TEST Set,7,2008042703,21.0,2008042615,2008042618,2008042621,2008042700,2008042703,28.0,30.0,33.0,35.0,40.0,45.0,50.0,55.0,60.0,2008042709,2008042715,2008042803,31.04,37.39,51.43,33.56,38.45,47.45,28.0,28.0,28.0,"{'+6h_subplot_target_timestamp': '2008042709', '+12h_subplot_target_timestamp': '2008042715', '+24h_subplot_target_timestamp': '2008042803', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
200801I,VSCS Nargis,Held-Out TEST Set,8,2008042706,24.0,2008042618,2008042621,2008042700,2008042703,2008042706,30.0,33.0,35.0,40.0,45.0,50.0,55.0,60.0,65.0,2008042712,2008042718,2008042806,33.8,39.31,51.35,35.52,40.59,49.88,30.0,30.0,30.0,"{'+6h_subplot_target_timestamp': '2008042712', '+12h_subplot_target_timestamp': '2008042718', '+24h_subplot_target_timestamp': '2008042806', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
200801I,VSCS Nargis,Held-Out TEST Set,9,2008042709,27.0,2008042621,2008042700,2008042703,2008042706,2008042709,33.0,35.0,40.0,45.0,50.0,55.0,60.0,65.0,68.0,2008042715,2008042721,2008042809,36.72,41.5,51.79,33.14,37.65,46.02,33.0,33.0,33.0,"{'+6h_subplot_target_timestamp': '2008042715', '+12h_subplot_target_timestamp': '2008042721', '+24h_subplot_target_timestamp': '2008042809', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
200801I,VSCS Nargis,Held-Out TEST Set,10,2008042712,30.0,2008042700,2008042703,2008042706,2008042709,2008042712,35.0,40.0,45.0,50.0,55.0,60.0,65.0,68.0,70.0,2008042718,2008042800,2008042812,41.24,44.98,52.44,34.99,40.08,49.47,35.0,35.0,35.0,"{'+6h_subplot_target_timestamp': '2008042718', '+12h_subplot_target_timestamp': '2008042800', '+24h_subplot_target_timestamp': '2008042812', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
200801I,VSCS Nargis,Held-Out TEST Set,11,2008042715,33.0,2008042703,2008042706,2008042709,2008042712,2008042715,40.0,45.0,50.0,55.0,60.0,65.0,68.0,70.0,73.0,2008042721,2008042803,2008042815,43.87,48.76,58.92,39.8,46.59,58.8,40.0,40.0,40.0,"{'+6h_subplot_target_timestamp': '2008042721', '+12h_subplot_target_timestamp': '2008042803', '+24h_subplot_target_timestamp': '2008042815', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
200801I,VSCS Nargis,Held-Out TEST Set,12,2008042718,36.0,2008042706,2008042709,2008042712,2008042715,2008042718,45.0,50.0,55.0,60.0,65.0,68.0,70.0,73.0,75.0,2008042800,2008042806,2008042818,47.32,51.48,59.86,46.56,54.56,68.63,45.0,45.0,45.0,"{'+6h_subplot_target_timestamp': '2008042800', '+12h_subplot_target_timestamp': '2008042806', '+24h_subplot_target_timestamp': '2008042818', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
200801I,VSCS Nargis,Held-Out TEST Set,13,2008042721,39.0,2008042709,2008042712,2008042715,2008042718,2008042721,50.0,55.0,60.0,65.0,68.0,70.0,73.0,75.0,75.0,2008042803,2008042809,2008042821,52.64,55.96,62.05,50.47,58.83,73.35,50.0,50.0,50.0,"{'+6h_subplot_target_timestamp': '2008042803', '+12h_subplot_target_timestamp': '2008042809', '+24h_subplot_target_timestamp': '2008042821', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
200801I,VSCS Nargis,Held-Out TEST Set,14,2008042800,42.0,2008042712,2008042715,2008042718,2008042721,2008042800,55.0,60.0,65.0,68.0,70.0,73.0,75.0,75.0,75.0,2008042806,2008042812,2008042900,61.89,64.23,67.48,62.38,72.03,88.06,55.0,55.0,55.0,"{'+6h_subplot_target_timestamp': '2008042806', '+12h_subplot_target_timestamp': '2008042812', '+24h_subplot_target_timestamp': '2008042900', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
200801I,VSCS Nargis,Held-Out TEST Set,15,2008042803,45.0,2008042715,2008042718,2008042721,2008042800,2008042803,60.0,65.0,68.0,70.0,73.0,75.0,75.0,75.0,75.0,2008042809,2008042815,2008042903,66.45,69.98,75.7,64.6,72.91,86.44,60.0,60.0,60.0,"{'+6h_subplot_target_timestamp': '2008042809', '+12h_subplot_target_timestamp': '2008042815', '+24h_subplot_target_timestamp': '2008042903', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
200801I,VSCS Nargis,Held-Out TEST Set,16,2008042806,48.0,2008042718,2008042721,2008042800,2008042803,2008042806,65.0,68.0,70.0,73.0,75.0,75.0,75.0,75.0,75.0,2008042812,2008042818,2008042906,68.63,71.05,73.98,66.6,75.1,88.82,65.0,65.0,65.0,"{'+6h_subplot_target_timestamp': '2008042812', '+12h_subplot_target_timestamp': '2008042818', '+24h_subplot_target_timestamp': '2008042906', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
200801I,VSCS Nargis,Held-Out TEST Set,17,2008042809,51.0,2008042721,2008042800,2008042803,2008042806,2008042809,68.0,70.0,73.0,75.0,75.0,75.0,75.0,75.0,73.0,2008042815,2008042821,2008042909,74.82,76.41,77.26,73.04,78.39,85.67,68.0,68.0,68.0,"{'+6h_subplot_target_timestamp': '2008042815', '+12h_subplot_target_timestamp': '2008042821', '+24h_subplot_target_timestamp': '2008042909', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
200801I,VSCS Nargis,Held-Out TEST Set,18,2008042812,54.0,2008042800,2008042803,2008042806,2008042809,2008042812,70.0,73.0,75.0,75.0,75.0,75.0,75.0,73.0,70.0,2008042818,2008042900,2008042912,81.02,81.73,80.17,81.68,82.5,80.98,70.0,70.0,70.0,"{'+6h_subplot_target_timestamp': '2008042818', '+12h_subplot_target_timestamp': '2008042900', '+24h_subplot_target_timestamp': '2008042912', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
200801I,VSCS Nargis,Held-Out TEST Set,19,2008042815,57.0,2008042803,2008042806,2008042809,2008042812,2008042815,73.0,75.0,75.0,75.0,75.0,75.0,73.0,70.0,70.0,2008042821,2008042903,2008042915,83.1,79.98,70.77,81.6,81.76,78.87,73.0,73.0,73.0,"{'+6h_subplot_target_timestamp': '2008042821', '+12h_subplot_target_timestamp': '2008042903', '+24h_subplot_target_timestamp': '2008042915', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
200801I,VSCS Nargis,Held-Out TEST Set,20,2008042818,60.0,2008042806,2008042809,2008042812,2008042815,2008042818,75.0,75.0,75.0,75.0,75.0,73.0,70.0,70.0,70.0,2008042900,2008042906,2008042918,87.2,82.46,70.44,85.28,84.83,80.78,75.0,75.0,75.0,"{'+6h_subplot_target_timestamp': '2008042900', '+12h_subplot_target_timestamp': '2008042906', '+24h_subplot_target_timestamp': '2008042918', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
200801I,VSCS Nargis,Held-Out TEST Set,21,2008042821,63.0,2008042809,2008042812,2008042815,2008042818,2008042821,75.0,75.0,75.0,75.0,73.0,70.0,70.0,70.0,70.0,2008042903,2008042909,2008042921,93.41,87.92,74.03,85.17,87.16,87.45,75.0,75.0,75.0,"{'+6h_subplot_target_timestamp': '2008042903', '+12h_subplot_target_timestamp': '2008042909', '+24h_subplot_target_timestamp': '2008042921', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
200801I,VSCS Nargis,Held-Out TEST Set,22,2008042900,66.0,2008042812,2008042815,2008042818,2008042821,2008042900,75.0,75.0,75.0,73.0,70.0,70.0,70.0,70.0,70.0,2008042906,2008042912,2008043000,89.59,84.47,71.83,79.41,78.71,74.77,75.0,75.0,75.0,"{'+6h_subplot_target_timestamp': '2008042906', '+12h_subplot_target_timestamp': '2008042912', '+24h_subplot_target_timestamp': '2008043000', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
200801I,VSCS Nargis,Held-Out TEST Set,23,2008042903,69.0,2008042815,2008042818,2008042821,2008042900,2008042903,75.0,75.0,73.0,70.0,70.0,70.0,70.0,70.0,65.0,2008042909,2008042915,2008043003,89.53,82.11,65.6,79.86,76.19,66.73,75.0,75.0,75.0,"{'+6h_subplot_target_timestamp': '2008042909', '+12h_subplot_target_timestamp': '2008042915', '+24h_subplot_target_timestamp': '2008043003', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
200801I,VSCS Nargis,Held-Out TEST Set,24,2008042906,72.0,2008042818,2008042821,2008042900,2008042903,2008042906,75.0,73.0,70.0,70.0,70.0,70.0,70.0,65.0,60.0,2008042912,2008042918,2008043006,80.33,71.35,53.18,70.44,67.11,58.89,75.0,75.0,75.0,"{'+6h_subplot_target_timestamp': '2008042912', '+12h_subplot_target_timestamp': '2008042918', '+24h_subplot_target_timestamp': '2008043006', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
200801I,VSCS Nargis,Held-Out TEST Set,25,2008042909,75.0,2008042821,2008042900,2008042903,2008042906,2008042909,73.0,70.0,70.0,70.0,70.0,70.0,65.0,60.0,63.0,2008042915,2008042921,2008043009,69.25,58.81,40.18,63.23,59.05,49.64,73.0,73.0,73.0,"{'+6h_subplot_target_timestamp': '2008042915', '+12h_subplot_target_timestamp': '2008042921', '+24h_subplot_target_timestamp': '2008043009', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
200801I,VSCS Nargis,Held-Out TEST Set,26,2008042912,78.0,2008042900,2008042903,2008042906,2008042909,2008042912,70.0,70.0,70.0,70.0,70.0,65.0,60.0,63.0,65.0,2008042918,2008043000,2008043012,54.54,46.58,32.73,53.9,52.77,49.52,70.0,70.0,70.0,"{'+6h_subplot_target_timestamp': '2008042918', '+12h_subplot_target_timestamp': '2008043000', '+24h_subplot_target_timestamp': '2008043012', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
200801I,VSCS Nargis,Held-Out TEST Set,27,2008042915,81.0,2008042903,2008042906,2008042909,2008042912,2008042915,70.0,70.0,70.0,70.0,65.0,60.0,63.0,65.0,65.0,2008042921,2008043003,2008043015,47.49,42.39,32.94,53.89,53.1,50.5,70.0,70.0,70.0,"{'+6h_subplot_target_timestamp': '2008042921', '+12h_subplot_target_timestamp': '2008043003', '+24h_subplot_target_timestamp': '2008043015', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
200801I,VSCS Nargis,Held-Out TEST Set,28,2008042918,84.0,2008042906,2008042909,2008042912,2008042915,2008042918,70.0,70.0,70.0,65.0,60.0,63.0,65.0,65.0,65.0,2008043000,2008043006,2008043018,43.19,40.81,35.97,51.46,52.86,54.32,70.0,70.0,70.0,"{'+6h_subplot_target_timestamp': '2008043000', '+12h_subplot_target_timestamp': '2008043006', '+24h_subplot_target_timestamp': '2008043018', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
200801I,VSCS Nargis,Held-Out TEST Set,29,2008042921,87.0,2008042909,2008042912,2008042915,2008042918,2008042921,70.0,70.0,65.0,60.0,63.0,65.0,65.0,65.0,65.0,2008043003,2008043009,2008043021,42.39,42.05,40.73,53.56,55.27,57.2,70.0,70.0,70.0,"{'+6h_subplot_target_timestamp': '2008043003', '+12h_subplot_target_timestamp': '2008043009', '+24h_subplot_target_timestamp': '2008043021', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
200801I,VSCS Nargis,Held-Out TEST Set,30,2008043000,90.0,2008042912,2008042915,2008042918,2008042921,2008043000,70.0,65.0,60.0,63.0,65.0,65.0,65.0,65.0,65.0,2008043006,2008043012,2008050100,45.99,47.41,49.76,57.62,60.16,63.41,70.0,70.0,70.0,"{'+6h_subplot_target_timestamp': '2008043006', '+12h_subplot_target_timestamp': '2008043012', '+24h_subplot_target_timestamp': '2008050100', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
200801I,VSCS Nargis,Held-Out TEST Set,31,2008043003,93.0,2008042915,2008042918,2008042921,2008043000,2008043003,65.0,60.0,63.0,65.0,65.0,65.0,65.0,65.0,68.0,2008043009,2008043015,2008050103,50.32,53.55,59.4,63.6,64.15,63.4,65.0,65.0,65.0,"{'+6h_subplot_target_timestamp': '2008043009', '+12h_subplot_target_timestamp': '2008043015', '+24h_subplot_target_timestamp': '2008050103', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
200801I,VSCS Nargis,Held-Out TEST Set,32,2008043006,96.0,2008042918,2008042921,2008043000,2008043003,2008043006,60.0,63.0,65.0,65.0,65.0,65.0,65.0,68.0,70.0,2008043012,2008043018,2008050106,54.33,55.7,57.24,66.17,67.94,69.25,60.0,60.0,60.0,"{'+6h_subplot_target_timestamp': '2008043012', '+12h_subplot_target_timestamp': '2008043018', '+24h_subplot_target_timestamp': '2008050106', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
200801I,VSCS Nargis,Held-Out TEST Set,33,2008043009,99.0,2008042921,2008043000,2008043003,2008043006,2008043009,63.0,65.0,65.0,65.0,65.0,65.0,68.0,70.0,85.0,2008043015,2008043021,2008050109,61.41,60.67,57.5,68.29,69.01,68.29,63.0,63.0,63.0,"{'+6h_subplot_target_timestamp': '2008043015', '+12h_subplot_target_timestamp': '2008043021', '+24h_subplot_target_timestamp': '2008050109', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
200801I,VSCS Nargis,Held-Out TEST Set,34,2008043012,102.0,2008043000,2008043003,2008043006,2008043009,2008043012,65.0,65.0,65.0,65.0,65.0,68.0,70.0,85.0,100.0,2008043018,2008050100,2008050112,65.31,62.13,54.21,70.52,69.83,66.38,65.0,65.0,65.0,"{'+6h_subplot_target_timestamp': '2008043018', '+12h_subplot_target_timestamp': '2008050100', '+24h_subplot_target_timestamp': '2008050112', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
200801I,VSCS Nargis,Held-Out TEST Set,35,2008043015,105.0,2008043003,2008043006,2008043009,2008043012,2008043015,65.0,65.0,65.0,65.0,68.0,70.0,85.0,100.0,100.0,2008043021,2008050103,2008050115,71.97,65.97,53.03,71.24,69.67,64.55,65.0,65.0,65.0,"{'+6h_subplot_target_timestamp': '2008043021', '+12h_subplot_target_timestamp': '2008050103', '+24h_subplot_target_timestamp': '2008050115', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
200801I,VSCS Nargis,Held-Out TEST Set,36,2008043018,108.0,2008043006,2008043009,2008043012,2008043015,2008043018,65.0,65.0,65.0,68.0,70.0,85.0,100.0,100.0,100.0,2008050100,2008050106,2008050118,66.88,62.8,53.64,72.47,72.49,70.34,65.0,65.0,65.0,"{'+6h_subplot_target_timestamp': '2008050100', '+12h_subplot_target_timestamp': '2008050106', '+24h_subplot_target_timestamp': '2008050118', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
200801I,VSCS Nargis,Held-Out TEST Set,37,2008043021,111.0,2008043009,2008043012,2008043015,2008043018,2008043021,65.0,65.0,68.0,70.0,85.0,100.0,100.0,100.0,105.0,2008050103,2008050109,2008050121,70.06,67.83,61.39,70.89,74.79,79.7,65.0,65.0,65.0,"{'+6h_subplot_target_timestamp': '2008050103', '+12h_subplot_target_timestamp': '2008050109', '+24h_subplot_target_timestamp': '2008050121', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
200801I,VSCS Nargis,Held-Out TEST Set,38,2008050100,114.0,2008043012,2008043015,2008043018,2008043021,2008050100,65.0,68.0,70.0,85.0,100.0,100.0,100.0,105.0,110.0,2008050106,2008050112,2008050200,67.61,65.77,60.32,73.34,77.9,83.86,65.0,65.0,65.0,"{'+6h_subplot_target_timestamp': '2008050106', '+12h_subplot_target_timestamp': '2008050112', '+24h_subplot_target_timestamp': '2008050200', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
200801I,VSCS Nargis,Held-Out TEST Set,39,2008050103,117.0,2008043015,2008043018,2008043021,2008050100,2008050103,68.0,70.0,85.0,100.0,100.0,100.0,105.0,110.0,113.0,2008050109,2008050115,2008050203,75.04,75.52,73.73,85.86,87.81,87.81,68.0,68.0,68.0,"{'+6h_subplot_target_timestamp': '2008050109', '+12h_subplot_target_timestamp': '2008050115', '+24h_subplot_target_timestamp': '2008050203', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
200801I,VSCS Nargis,Held-Out TEST Set,40,2008050106,120.0,2008043018,2008043021,2008050100,2008050103,2008050106,70.0,85.0,100.0,100.0,100.0,105.0,110.0,113.0,115.0,2008050112,2008050118,2008050206,78.89,76.12,67.91,87.27,83.4,72.72,70.0,70.0,70.0,"{'+6h_subplot_target_timestamp': '2008050112', '+12h_subplot_target_timestamp': '2008050118', '+24h_subplot_target_timestamp': '2008050206', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
200801I,VSCS Nargis,Held-Out TEST Set,41,2008050109,123.0,2008043021,2008050100,2008050103,2008050106,2008050109,85.0,100.0,100.0,100.0,105.0,110.0,113.0,115.0,115.0,2008050115,2008050121,2008050209,90.48,83.0,65.97,91.38,84.81,68.98,85.0,85.0,85.0,"{'+6h_subplot_target_timestamp': '2008050115', '+12h_subplot_target_timestamp': '2008050121', '+24h_subplot_target_timestamp': '2008050209', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
200801I,VSCS Nargis,Held-Out TEST Set,42,2008050112,126.0,2008050100,2008050103,2008050106,2008050109,2008050112,100.0,100.0,100.0,105.0,110.0,113.0,115.0,115.0,115.0,2008050118,2008050200,2008050212,90.18,80.87,61.07,91.77,84.26,66.71,100.0,100.0,100.0,"{'+6h_subplot_target_timestamp': '2008050118', '+12h_subplot_target_timestamp': '2008050200', '+24h_subplot_target_timestamp': '2008050212', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
200801I,VSCS Nargis,Held-Out TEST Set,43,2008050115,129.0,2008050103,2008050106,2008050109,2008050112,2008050115,100.0,100.0,105.0,110.0,113.0,115.0,115.0,115.0,100.0,2008050121,2008050203,2008050215,99.35,85.4,58.34,97.6,89.84,71.36,100.0,100.0,100.0,"{'+6h_subplot_target_timestamp': '2008050121', '+12h_subplot_target_timestamp': '2008050203', '+24h_subplot_target_timestamp': '2008050215', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
200801I,VSCS Nargis,Held-Out TEST Set,44,2008050118,132.0,2008050106,2008050109,2008050112,2008050115,2008050118,100.0,105.0,110.0,113.0,115.0,115.0,115.0,100.0,85.0,2008050200,2008050206,2008050218,93.24,79.15,52.7,106.9,100.5,83.55,100.0,100.0,100.0,"{'+6h_subplot_target_timestamp': '2008050200', '+12h_subplot_target_timestamp': '2008050206', '+24h_subplot_target_timestamp': '2008050218', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
200801I,VSCS Nargis,Held-Out TEST Set,45,2008050121,135.0,2008050109,2008050112,2008050115,2008050118,2008050121,105.0,110.0,113.0,115.0,115.0,115.0,100.0,85.0,78.0,2008050203,2008050209,2008050221,96.36,81.15,53.16,95.55,85.62,63.71,105.0,105.0,105.0,"{'+6h_subplot_target_timestamp': '2008050203', '+12h_subplot_target_timestamp': '2008050209', '+24h_subplot_target_timestamp': '2008050221', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
200801I,VSCS Nargis,Held-Out TEST Set,46,2008050200,138.0,2008050112,2008050115,2008050118,2008050121,2008050200,110.0,113.0,115.0,115.0,115.0,100.0,85.0,78.0,70.0,2008050206,2008050212,2008050300,92.3,79.95,56.03,91.55,82.29,62.07,110.0,110.0,110.0,"{'+6h_subplot_target_timestamp': '2008050206', '+12h_subplot_target_timestamp': '2008050212', '+24h_subplot_target_timestamp': '2008050300', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
200801I,VSCS Nargis,Held-Out TEST Set,47,2008050203,141.0,2008050115,2008050118,2008050121,2008050200,2008050203,113.0,115.0,115.0,115.0,100.0,85.0,78.0,70.0,60.0,2008050209,2008050215,2008050303,99.96,87.8,63.02,95.57,86.97,67.42,113.0,113.0,113.0,"{'+6h_subplot_target_timestamp': '2008050209', '+12h_subplot_target_timestamp': '2008050215', '+24h_subplot_target_timestamp': '2008050303', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
200801I,VSCS Nargis,Held-Out TEST Set,48,2008050206,144.0,2008050118,2008050121,2008050200,2008050203,2008050206,115.0,115.0,115.0,100.0,85.0,78.0,70.0,60.0,50.0,2008050212,2008050218,2008050306,101.12,91.29,69.61,101.59,94.9,78.02,115.0,115.0,115.0,"{'+6h_subplot_target_timestamp': '2008050212', '+12h_subplot_target_timestamp': '2008050218', '+24h_subplot_target_timestamp': '2008050306', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
200801I,VSCS Nargis,Held-Out TEST Set,49,2008050209,147.0,2008050121,2008050200,2008050203,2008050206,2008050209,115.0,115.0,100.0,85.0,78.0,70.0,60.0,50.0,45.0,2008050215,2008050221,2008050309,98.62,87.47,64.17,96.67,89.38,71.9,115.0,115.0,115.0,"{'+6h_subplot_target_timestamp': '2008050215', '+12h_subplot_target_timestamp': '2008050221', '+24h_subplot_target_timestamp': '2008050309', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
200801I,VSCS Nargis,Held-Out TEST Set,50,2008050212,150.0,2008050200,2008050203,2008050206,2008050209,2008050212,115.0,100.0,85.0,78.0,70.0,60.0,50.0,45.0,40.0,2008050218,2008050300,2008050312,100.91,88.2,62.67,87.25,76.93,54.86,115.0,115.0,115.0,"{'+6h_subplot_target_timestamp': '2008050218', '+12h_subplot_target_timestamp': '2008050300', '+24h_subplot_target_timestamp': '2008050312', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
200801I,VSCS Nargis,Held-Out TEST Set,51,2008050215,153.0,2008050203,2008050206,2008050209,2008050212,2008050215,100.0,85.0,78.0,70.0,60.0,50.0,45.0,40.0,35.0,2008050221,2008050303,2008050315,88.54,72.77,45.59,82.92,71.93,49.15,100.0,100.0,100.0,"{'+6h_subplot_target_timestamp': '2008050221', '+12h_subplot_target_timestamp': '2008050303', '+24h_subplot_target_timestamp': '2008050315', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
200801I,VSCS Nargis,Held-Out TEST Set,52,2008050218,156.0,2008050206,2008050209,2008050212,2008050215,2008050218,85.0,78.0,70.0,60.0,50.0,45.0,40.0,35.0,30.0,2008050300,2008050306,2008050318,66.08,54.17,34.57,75.98,65.99,45.51,85.0,85.0,85.0,"{'+6h_subplot_target_timestamp': '2008050300', '+12h_subplot_target_timestamp': '2008050306', '+24h_subplot_target_timestamp': '2008050318', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
200801I,VSCS Nargis,Held-Out TEST Set,53,2008050221,159.0,2008050209,2008050212,2008050215,2008050218,2008050221,78.0,70.0,60.0,50.0,45.0,40.0,35.0,30.0,28.0,2008050303,2008050309,2008050321,57.41,48.05,32.34,63.25,55.04,38.35,78.0,78.0,78.0,"{'+6h_subplot_target_timestamp': '2008050303', '+12h_subplot_target_timestamp': '2008050309', '+24h_subplot_target_timestamp': '2008050321', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
200801I,VSCS Nargis,Held-Out TEST Set,54,2008050300,162.0,2008050212,2008050215,2008050218,2008050221,2008050300,70.0,60.0,50.0,45.0,40.0,35.0,30.0,28.0,25.0,2008050306,2008050312,2008050400,51.82,45.77,34.27,55.0,48.46,35.14,70.0,70.0,70.0,"{'+6h_subplot_target_timestamp': '2008050306', '+12h_subplot_target_timestamp': '2008050312', '+24h_subplot_target_timestamp': '2008050400', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
201004I,Super Cyclone Giri,Validation Split,0,2010102006,0.0,2010101918,2010101921,2010102000,2010102003,2010102006,30.0,30.0,30.0,33.0,35.0,43.0,50.0,53.0,55.0,2010102012,2010102018,2010102106,31.43,35.02,43.02,30.19,32.48,36.87,30.0,30.0,30.0,"{'+6h_subplot_target_timestamp': '2010102012', '+12h_subplot_target_timestamp': '2010102018', '+24h_subplot_target_timestamp': '2010102106', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
201004I,Super Cyclone Giri,Validation Split,1,2010102009,3.0,2010101921,2010102000,2010102003,2010102006,2010102009,30.0,30.0,33.0,35.0,43.0,50.0,53.0,55.0,60.0,2010102015,2010102021,2010102109,33.6,36.25,42.0,34.72,37.55,42.66,30.0,30.0,30.0,"{'+6h_subplot_target_timestamp': '2010102015', '+12h_subplot_target_timestamp': '2010102021', '+24h_subplot_target_timestamp': '2010102109', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
