cyclone_id,storm_name,basin,atcf_id,timestamp,temporal_offset_h,tcir_lat,tcir_lon,tcir_vmax,tcir_mslp,ships_lat,ships_lon,center_dist_km,rsst_c,cohc_kj_cm2,shrd_kt,rhmd_pct,dtl_km
201403I,Cyclone Hudhud,IO,IO032014,2014101000,0,14.7,87.7,65.0,974.0,14.7,87.7,0.0,29.7,67.0,15.1,73.0,566.0
201403I,Cyclone Hudhud,IO,IO032014,2014101003,-3,14.8,87.5,65.0,974.0,14.7,87.7,24.2,29.7,67.0,15.1,73.0,566.0
201403I,Cyclone Hudhud,IO,IO032014,2014101006,0,15.0,87.3,65.0,974.0,15.0,87.3,0.0,29.7,63.0,12.4,72.0,512.0
201403I,Cyclone Hudhud,IO,IO032014,2014101009,-3,15.2,87.1,70.0,971.0,15.0,87.3,30.9,29.7,63.0,12.4,72.0,512.0
201403I,Cyclone Hudhud,IO,IO032014,2014101012,0,15.4,86.9,75.0,967.0,15.4,86.9,0.0,29.8,59.0,9.3,67.0,450.0
201403I,Cyclone Hudhud,IO,IO032014,2014101015,-3,15.6,86.6,80.0,963.0,15.4,86.9,39.1,29.8,59.0,9.3,67.0,450.0
201403I,Cyclone Hudhud,IO,IO032014,2014101018,0,15.7,86.2,85.0,959.0,15.7,86.2,0.0,29.9,55.0,10.7,67.0,376.0
201403I,Cyclone Hudhud,IO,IO032014,2014101021,-3,15.8,86.0,90.0,956.0,15.7,86.2,24.1,29.9,55.0,10.7,67.0,376.0
201403I,Cyclone Hudhud,IO,IO032014,2014101100,0,15.8,85.7,95.0,952.0,15.8,85.7,0.0,29.6,54.0,13.3,67.0,332.0
201403I,Cyclone Hudhud,IO,IO032014,2014101103,-3,16.0,85.5,100.0,948.0,15.8,85.7,30.9,29.6,54.0,13.3,67.0,332.0
201403I,Cyclone Hudhud,IO,IO032014,2014101106,0,16.1,85.2,105.0,944.0,16.1,85.2,0.0,29.6,54.0,15.2,65.0,272.0
201403I,Cyclone Hudhud,IO,IO032014,2014101109,-3,16.1,85.1,110.0,941.0,16.1,85.2,10.7,29.6,54.0,15.2,65.0,272.0
201403I,Cyclone Hudhud,IO,IO032014,2014101112,0,16.2,84.9,115.0,937.0,16.2,84.9,0.0,29.7,53.0,11.0,60.0,242.0
201403I,Cyclone Hudhud,IO,IO032014,2014101115,-3,16.4,84.8,115.0,937.0,16.2,84.9,24.7,29.7,53.0,11.0,60.0,242.0
201403I,Cyclone Hudhud,IO,IO032014,2014101118,0,16.7,84.6,115.0,937.0,16.7,84.6,0.0,29.8,51.0,13.8,58.0,179.0
201403I,Cyclone Hudhud,IO,IO032014,2014101121,-3,16.9,84.3,115.0,937.0,16.7,84.6,38.9,29.8,51.0,13.8,58.0,179.0
201403I,Cyclone Hudhud,IO,IO032014,2014101200,0,17.1,84.1,115.0,937.0,17.1,84.1,0.0,29.9,50.0,16.2,54.0,111.0
201403I,Cyclone Hudhud,IO,IO032014,2014101203,-3,17.4,83.8,115.0,937.0,17.1,84.1,46.1,29.9,50.0,16.2,54.0,111.0
201403I,Cyclone Hudhud,IO,IO032014,2014101206,0,17.6,83.4,115.0,937.0,17.6,83.4,0.0,29.9,51.0,12.1,49.0,20.0
201403I,Cyclone Hudhud,IO,IO032014,2014101209,-3,17.8,83.2,110.0,941.0,17.6,83.4,30.7,29.9,51.0,12.1,49.0,20.0
201403I,Cyclone Hudhud,IO,IO032014,2014101212,0,18.0,82.9,105.0,944.0,18.0,82.9,0.0,30.0,54.0,7.3,50.0,-48.0
201403I,Cyclone Hudhud,IO,IO032014,2014101215,-3,18.4,82.6,93.0,954.0,18.0,82.9,54.6,30.0,54.0,7.3,50.0,-48.0
201403I,Cyclone Hudhud,IO,IO032014,2014101218,0,18.8,82.2,80.0,963.0,18.8,82.2,0.0,30.0,51.0,12.7,50.0,-163.0
201403I,Cyclone Hudhud,IO,IO032014,2014101221,-3,19.4,81.9,68.0,973.0,18.8,82.2,73.8,30.0,51.0,12.7,50.0,-163.0
201403I,Cyclone Hudhud,IO,IO032014,2014101300,0,19.9,81.6,55.0,982.0,19.9,81.6,0.0,30.0,51.0,19.4,55.0,-297.0
201403I,Cyclone Hudhud,IO,IO032014,2014101303,-3,20.4,81.4,48.0,988.0,19.9,81.6,59.4,30.0,51.0,19.4,55.0,-297.0
201403I,Cyclone Hudhud,IO,IO032014,2014101306,0,21.0,81.3,40.0,993.0,21.0,81.3,0.0,29.9,51.0,,,-409.0
201403I,Cyclone Hudhud,IO,IO032014,2014101309,-3,21.5,81.2,35.0,997.0,21.0,81.3,56.6,29.9,51.0,,,-409.0
201403I,Cyclone Hudhud,IO,IO032014,2014101312,0,22.0,81.2,30.0,1000.0,22.0,81.2,0.0,29.5,51.0,,,-500.0
201302I,Cyclone Phailin,IO,IO022013,2013100718,0,12.1,96.4,25.0,1004.0,12.1,96.4,0.0,28.3,65.0,25.7,77.0,219.0
201302I,Cyclone Phailin,IO,IO022013,2013100721,-3,12.2,96.0,25.0,1004.0,12.1,96.4,44.9,28.3,65.0,25.7,77.0,219.0
201302I,Cyclone Phailin,IO,IO022013,2013100800,0,12.3,95.6,25.0,1004.0,12.3,95.6,0.0,28.3,67.0,22.5,76.0,307.0
201302I,Cyclone Phailin,IO,IO022013,2013100803,-3,12.4,95.3,25.0,1004.0,12.3,95.6,34.4,28.3,67.0,22.5,76.0,307.0
201302I,Cyclone Phailin,IO,IO022013,2013100806,0,12.6,95.1,25.0,1004.0,12.6,95.1,0.0,28.3,67.0,22.0,79.0,356.0
201302I,Cyclone Phailin,IO,IO022013,2013100809,-3,12.6,94.8,28.0,1002.0,12.6,95.1,32.6,28.3,67.0,22.0,79.0,356.0
201302I,Cyclone Phailin,IO,IO022013,2013100812,0,12.7,94.5,30.0,1000.0,12.7,94.5,0.0,28.3,66.0,18.6,79.0,349.0
201302I,Cyclone Phailin,IO,IO022013,2013100815,-3,12.8,94.2,30.0,1000.0,12.7,94.5,34.4,28.3,66.0,18.6,79.0,349.0
201302I,Cyclone Phailin,IO,IO022013,2013100818,0,12.9,93.9,30.0,1000.0,12.9,93.9,0.0,28.3,65.0,16.9,77.0,342.0
201302I,Cyclone Phailin,IO,IO022013,2013100821,-3,13.1,93.7,33.0,998.0,12.9,93.9,31.1,28.3,65.0,16.9,77.0,342.0
201302I,Cyclone Phailin,IO,IO022013,2013100900,0,13.2,93.4,35.0,996.0,13.2,93.4,0.0,28.3,64.0,13.4,77.0,326.0
201302I,Cyclone Phailin,IO,IO022013,2013100903,-3,13.3,93.1,38.0,995.0,13.2,93.4,34.3,28.3,64.0,13.4,77.0,326.0
201302I,Cyclone Phailin,IO,IO022013,2013100906,0,13.4,92.8,40.0,993.0,13.4,92.8,0.0,28.4,65.0,13.1,74.0,331.0
201302I,Cyclone Phailin,IO,IO022013,2013100909,-3,13.6,92.5,43.0,991.0,13.4,92.8,39.3,28.4,65.0,13.1,74.0,331.0
201302I,Cyclone Phailin,IO,IO022013,2013100912,0,13.7,92.3,45.0,989.0,13.7,92.3,0.0,28.5,66.0,12.7,75.0,334.0
201302I,Cyclone Phailin,IO,IO022013,2013100915,-3,13.8,92.0,50.0,986.0,13.7,92.3,34.3,28.5,66.0,12.7,75.0,334.0
201302I,Cyclone Phailin,IO,IO022013,2013100918,0,14.0,91.8,55.0,982.0,14.0,91.8,0.0,28.6,68.0,10.9,73.0,348.0
201302I,Cyclone Phailin,IO,IO022013,2013100921,-3,14.2,91.5,60.0,978.0,14.0,91.8,39.3,28.6,68.0,10.9,73.0,348.0
201302I,Cyclone Phailin,IO,IO022013,2013101000,0,14.5,91.3,65.0,974.0,14.5,91.3,0.0,28.6,72.0,7.5,72.0,362.0
201302I,Cyclone Phailin,IO,IO022013,2013101003,-3,14.8,91.0,78.0,965.0,14.5,91.3,46.4,28.6,72.0,7.5,72.0,362.0
201302I,Cyclone Phailin,IO,IO022013,2013101006,0,15.0,90.8,90.0,956.0,15.0,90.8,0.0,28.7,76.0,8.5,72.0,391.0
201302I,Cyclone Phailin,IO,IO022013,2013101009,-3,15.2,90.5,100.0,949.0,15.0,90.8,39.1,28.7,76.0,8.5,72.0,391.0
201302I,Cyclone Phailin,IO,IO022013,2013101012,0,15.4,90.2,110.0,941.0,15.4,90.2,0.0,28.8,77.0,7.3,75.0,444.0
201302I,Cyclone Phailin,IO,IO022013,2013101015,-3,15.5,89.8,120.0,934.0,15.4,90.2,44.3,28.8,77.0,7.3,75.0,444.0
201302I,Cyclone Phailin,IO,IO022013,2013101018,0,15.6,89.4,130.0,926.0,15.6,89.4,0.0,28.9,75.0,4.1,78.0,526.0
201302I,Cyclone Phailin,IO,IO022013,2013101021,-3,15.6,89.1,133.0,924.0,15.6,89.4,32.1,28.9,75.0,4.1,78.0,526.0
201302I,Cyclone Phailin,IO,IO022013,2013101100,0,15.7,88.7,135.0,922.0,15.7,88.7,0.0,28.9,68.0,4.0,79.0,531.0
201302I,Cyclone Phailin,IO,IO022013,2013101103,-3,15.9,88.5,135.0,922.0,15.7,88.7,30.9,28.9,68.0,4.0,79.0,531.0
201302I,Cyclone Phailin,IO,IO022013,2013101106,0,16.1,88.3,135.0,922.0,16.1,88.3,0.0,29.0,63.0,4.5,78.0,472.0
201302I,Cyclone Phailin,IO,IO022013,2013101109,-3,16.4,88.0,138.0,920.0,16.1,88.3,46.2,29.0,63.0,4.5,78.0,472.0
201302I,Cyclone Phailin,IO,IO022013,2013101112,0,16.7,87.7,140.0,918.0,16.7,87.7,0.0,29.0,54.0,3.2,78.0,385.0
201302I,Cyclone Phailin,IO,IO022013,2013101115,-3,16.8,87.3,140.0,918.0,16.7,87.7,44.0,29.0,54.0,3.2,78.0,385.0
201302I,Cyclone Phailin,IO,IO022013,2013101118,0,16.8,87.0,140.0,918.0,16.8,87.0,0.0,29.0,51.0,3.3,76.0,339.0
201302I,Cyclone Phailin,IO,IO022013,2013101121,-3,17.1,86.7,140.0,918.0,16.8,87.0,46.2,29.0,51.0,3.3,76.0,339.0
201302I,Cyclone Phailin,IO,IO022013,2013101200,0,17.4,86.4,140.0,918.0,17.4,86.4,0.0,29.1,47.0,2.2,76.0,247.0
201302I,Cyclone Phailin,IO,IO022013,2013101203,-3,17.7,86.1,138.0,920.0,17.4,86.4,46.1,29.1,47.0,2.2,76.0,247.0
201302I,Cyclone Phailin,IO,IO022013,2013101206,0,18.0,85.8,135.0,922.0,18.0,85.8,0.0,29.1,48.0,2.4,74.0,154.0
201302I,Cyclone Phailin,IO,IO022013,2013101209,-3,18.4,85.5,130.0,926.0,18.0,85.8,54.6,29.1,48.0,2.4,74.0,154.0
201302I,Cyclone Phailin,IO,IO022013,2013101212,0,18.7,85.2,125.0,929.0,18.7,85.2,0.0,29.0,51.0,5.2,73.0,53.0
201302I,Cyclone Phailin,IO,IO022013,2013101215,-3,19.1,85.1,113.0,939.0,18.7,85.2,45.7,29.0,51.0,5.2,73.0,53.0
201302I,Cyclone Phailin,IO,IO022013,2013101218,0,19.5,84.9,100.0,948.0,19.5,84.9,0.0,28.9,55.0,6.3,70.0,-34.0
201302I,Cyclone Phailin,IO,IO022013,2013101221,-3,19.9,84.7,88.0,958.0,19.5,84.9,49.2,28.9,55.0,6.3,70.0,-34.0
201302I,Cyclone Phailin,IO,IO022013,2013101300,0,20.3,84.5,75.0,967.0,20.3,84.5,0.0,28.8,58.0,9.7,69.0,-128.0
201302I,Cyclone Phailin,IO,IO022013,2013101303,-3,20.9,84.3,63.0,976.0,20.3,84.5,69.9,28.8,58.0,9.7,69.0,-128.0
201302I,Cyclone Phailin,IO,IO022013,2013101306,0,21.5,84.1,50.0,985.0,21.5,84.1,0.0,28.6,58.0,,,-259.0
201302I,Cyclone Phailin,IO,IO022013,2013101309,-3,22.3,84.1,45.0,989.0,21.5,84.1,89.0,28.6,58.0,,,-259.0
201302I,Cyclone Phailin,IO,IO022013,2013101312,0,23.1,84.1,40.0,993.0,23.1,84.1,0.0,27.8,58.0,,,-358.0
200701I,Cyclone Gonu,IO,IO012007,2007051318,0,16.3,91.3,35.0,997.0,16.3,91.3,0.0,30.3,75.0,8.1,67.0,322.0
200701I,Cyclone Gonu,IO,IO012007,2007051321,-3,16.8,91.5,43.0,991.0,16.3,91.3,59.5,30.3,75.0,8.1,67.0,322.0
200701I,Cyclone Gonu,IO,IO012007,2007051400,0,17.3,91.7,50.0,985.0,17.3,91.7,0.0,30.4,76.0,6.7,68.0,290.0
200701I,Cyclone Gonu,IO,IO012007,2007051403,-3,17.9,91.7,53.0,985.0,17.3,91.7,66.7,30.4,76.0,6.7,68.0,290.0
200701I,Cyclone Gonu,IO,IO012007,2007051406,0,18.5,91.7,55.0,984.0,18.5,91.7,0.0,30.5,77.0,9.7,68.0,219.0
200701I,Cyclone Gonu,IO,IO012007,2007051409,-3,19.1,91.8,58.0,981.0,18.5,91.7,67.5,30.5,77.0,9.7,68.0,219.0
200701I,Cyclone Gonu,IO,IO012007,2007051412,0,19.8,91.9,60.0,978.0,19.8,91.9,0.0,30.5,71.0,19.8,73.0,110.0
200701I,Cyclone Gonu,IO,IO012007,2007051415,-3,20.5,92.0,63.0,977.0,19.8,91.9,78.5,30.5,71.0,19.8,73.0,110.0
200701I,Cyclone Gonu,IO,IO012007,2007051418,0,21.2,92.1,65.0,976.0,21.2,92.1,0.0,30.5,56.0,,,-1.0
200701I,Cyclone Gonu,IO,IO012007,2007051421,-3,22.1,92.2,55.0,983.0,21.2,92.1,100.6,30.5,56.0,,,-1.0
200701I,Cyclone Gonu,IO,IO012007,2007051500,0,23.0,92.4,45.0,989.0,23.0,92.4,0.0,29.3,28.0,,,-96.0
200601I,Cyclone Mala,IO,IO012006,2006011312,0,4.9,77.1,35.0,997.0,4.9,77.1,0.0,27.6,53.0,24.0,81.0,347.0
200601I,Cyclone Mala,IO,IO012006,2006011315,-3,5.4,76.6,38.0,996.0,4.9,77.1,78.5,27.6,53.0,24.0,81.0,347.0
200601I,Cyclone Mala,IO,IO012006,2006011318,0,5.9,76.1,40.0,994.0,5.9,76.1,0.0,27.6,54.0,26.5,79.0,278.0
200601I,Cyclone Mala,IO,IO012006,2006011321,-3,6.2,75.7,43.0,993.0,5.9,76.1,55.4,27.6,54.0,26.5,79.0,278.0
200601I,Cyclone Mala,IO,IO012006,2006011400,0,6.4,75.2,45.0,991.0,6.4,75.2,0.0,27.5,59.0,23.0,74.0,282.0
200601I,Cyclone Mala,IO,IO012006,2006011403,-3,6.6,74.8,45.0,991.0,6.4,75.2,49.5,27.5,59.0,23.0,74.0,282.0
200601I,Cyclone Mala,IO,IO012006,2006011406,0,6.7,74.4,45.0,991.0,6.7,74.4,0.0,27.7,63.0,20.2,67.0,328.0
200601I,Cyclone Mala,IO,IO012006,2006011409,-3,6.8,74.0,45.0,991.0,6.7,74.4,45.5,27.7,63.0,20.2,67.0,328.0
200601I,Cyclone Mala,IO,IO012006,2006011412,0,6.8,73.6,45.0,991.0,6.8,73.6,0.0,27.8,64.0,15.1,64.0,400.0
200601I,Cyclone Mala,IO,IO012006,2006011415,-3,6.9,73.2,43.0,993.0,6.8,73.6,45.5,27.8,64.0,15.1,64.0,400.0
200601I,Cyclone Mala,IO,IO012006,2006011418,0,7.0,72.8,40.0,994.0,7.0,72.8,0.0,28.0,67.0,,,473.0
200601I,Cyclone Mala,IO,IO012006,2006011421,-3,7.0,72.3,38.0,996.0,7.0,72.8,55.2,28.0,67.0,,,473.0
200601I,Cyclone Mala,IO,IO012006,2006011500,0,7.1,71.9,35.0,997.0,7.1,71.9,0.0,28.1,68.0,,,563.0
200601I,Cyclone Mala,IO,IO012006,2006011503,-3,7.0,71.5,33.0,999.0,7.1,71.9,45.5,28.1,68.0,,,563.0
201503I,Cyclone Chapala,IO,IO032015,2015100706,0,12.5,71.4,30.0,1000.0,12.5,71.4,0.0,29.3,43.0,25.8,62.0,361.0
201503I,Cyclone Chapala,IO,IO032015,2015100709,-3,12.6,71.5,30.0,1000.0,12.5,71.4,15.5,29.3,43.0,25.8,62.0,361.0
201503I,Cyclone Chapala,IO,IO032015,2015100712,0,12.6,71.6,30.0,1000.0,12.6,71.6,0.0,29.3,43.0,21.7,61.0,337.0
201503I,Cyclone Chapala,IO,IO032015,2015100715,-3,12.7,71.7,30.0,1000.0,12.6,71.6,15.5,29.3,43.0,21.7,61.0,337.0
201503I,Cyclone Chapala,IO,IO032015,2015100718,0,12.8,71.7,30.0,1000.0,12.8,71.7,0.0,29.3,43.0,24.4,63.0,319.0
201503I,Cyclone Chapala,IO,IO032015,2015100721,-3,12.9,71.6,30.0,1000.0,12.8,71.7,15.5,29.3,43.0,24.4,63.0,319.0
201503I,Cyclone Chapala,IO,IO032015,2015100800,0,12.9,71.5,30.0,1000.0,12.9,71.5,0.0,29.3,44.0,25.2,65.0,336.0
201503I,Cyclone Chapala,IO,IO032015,2015100803,-3,12.9,71.4,30.0,1000.0,12.9,71.5,10.8,29.3,44.0,25.2,65.0,336.0
201503I,Cyclone Chapala,IO,IO032015,2015100806,0,12.9,71.3,30.0,1000.0,12.9,71.3,0.0,29.3,45.0,22.0,63.0,356.0
201503I,Cyclone Chapala,IO,IO032015,2015100809,-3,13.1,71.2,30.0,1000.0,12.9,71.3,24.7,29.3,45.0,22.0,63.0,356.0
201503I,Cyclone Chapala,IO,IO032015,2015100812,0,13.2,71.1,30.0,1000.0,13.2,71.1,0.0,29.3,46.0,16.7,64.0,364.0
201503I,Cyclone Chapala,IO,IO032015,2015100815,-3,13.3,71.0,30.0,1000.0,13.2,71.1,15.5,29.3,46.0,16.7,64.0,364.0
201503I,Cyclone Chapala,IO,IO032015,2015100818,0,13.4,70.9,30.0,1000.0,13.4,70.9,0.0,29.2,46.0,19.1,63.0,377.0
201503I,Cyclone Chapala,IO,IO032015,2015100821,-3,13.5,70.8,30.0,1000.0,13.4,70.9,15.5,29.2,46.0,19.1,63.0,377.0
201503I,Cyclone Chapala,IO,IO032015,2015100900,0,13.6,70.7,30.0,1000.0,13.6,70.7,0.0,29.2,46.0,20.3,60.0,389.0
201503I,Cyclone Chapala,IO,IO032015,2015100903,-3,13.8,70.6,33.0,998.0,13.6,70.7,24.7,29.2,46.0,20.3,60.0,389.0
201503I,Cyclone Chapala,IO,IO032015,2015100906,0,13.9,70.5,35.0,996.0,13.9,70.5,0.0,29.2,46.0,18.9,57.0,397.0
201503I,Cyclone Chapala,IO,IO032015,2015100909,-3,14.1,70.3,33.0,998.0,13.9,70.5,31.0,29.2,46.0,18.9,57.0,397.0
201503I,Cyclone Chapala,IO,IO032015,2015100912,0,14.3,70.2,30.0,1000.0,14.3,70.2,0.0,29.2,46.0,15.9,54.0,412.0
201503I,Cyclone Chapala,IO,IO032015,2015100915,-3,14.5,70.1,30.0,1000.0,14.3,70.2,24.7,29.2,46.0,15.9,54.0,412.0
201503I,Cyclone Chapala,IO,IO032015,2015100918,0,14.7,69.9,30.0,1000.0,14.7,69.9,0.0,29.1,45.0,14.3,53.0,426.0
201503I,Cyclone Chapala,IO,IO032015,2015100921,-3,14.8,69.8,30.0,1000.0,14.7,69.9,15.5,29.1,45.0,14.3,53.0,426.0
201503I,Cyclone Chapala,IO,IO032015,2015101000,0,14.9,69.6,30.0,1000.0,14.9,69.6,0.0,29.1,45.0,14.9,52.0,449.0
201503I,Cyclone Chapala,IO,IO032015,2015101003,-3,15.0,69.5,30.0,1000.0,14.9,69.6,15.5,29.1,45.0,14.9,52.0,449.0
201503I,Cyclone Chapala,IO,IO032015,2015101006,0,15.1,69.4,30.0,1000.0,15.1,69.4,0.0,29.1,45.0,11.9,50.0,461.0
201503I,Cyclone Chapala,IO,IO032015,2015101009,-3,15.2,69.5,28.0,1002.0,15.1,69.4,15.5,29.1,45.0,11.9,50.0,461.0
201503I,Cyclone Chapala,IO,IO032015,2015101012,0,15.3,69.5,25.0,1004.0,15.3,69.5,0.0,29.0,44.0,8.2,51.0,443.0
201503I,Cyclone Chapala,IO,IO032015,2015101015,-3,15.4,69.5,25.0,1004.0,15.3,69.5,11.1,29.0,44.0,8.2,51.0,443.0
201503I,Cyclone Chapala,IO,IO032015,2015101018,0,15.5,69.6,25.0,1004.0,15.5,69.6,0.0,29.0,43.0,,,425.0
201503I,Cyclone Chapala,IO,IO032015,2015101021,-3,15.6,69.5,25.0,1004.0,15.5,69.6,15.4,29.0,43.0,,,425.0
201503I,Cyclone Chapala,IO,IO032015,2015101100,0,15.7,69.5,25.0,1004.0,15.7,69.5,0.0,29.0,42.0,,,427.0
201503I,Cyclone Chapala,IO,IO032015,2015101103,-3,15.8,69.4,23.0,1006.0,15.7,69.5,15.4,29.0,42.0,,,427.0
201504I,Cyclone Megh,IO,IO042015,2015102718,0,11.1,64.9,25.0,1004.0,11.1,64.9,0.0,29.3,54.0,1.4,58.0,1072.0
201504I,Cyclone Megh,IO,IO042015,2015102721,-3,11.3,64.8,28.0,1002.0,11.1,64.9,24.8,29.3,54.0,1.4,58.0,1072.0
201504I,Cyclone Megh,IO,IO042015,2015102800,0,11.6,64.7,30.0,1000.0,11.6,64.7,0.0,29.2,51.0,4.1,55.0,1072.0
201504I,Cyclone Megh,IO,IO042015,2015102803,-3,11.8,64.7,33.0,998.0,11.6,64.7,22.2,29.2,51.0,4.1,55.0,1072.0
201504I,Cyclone Megh,IO,IO042015,2015102806,0,12.1,64.7,35.0,996.0,12.1,64.7,0.0,29.2,49.0,6.8,49.0,1052.0
201504I,Cyclone Megh,IO,IO042015,2015102809,-3,12.4,64.8,40.0,993.0,12.1,64.7,35.1,29.2,49.0,6.8,49.0,1052.0
201504I,Cyclone Megh,IO,IO042015,2015102812,0,12.8,64.9,45.0,989.0,12.8,64.9,0.0,29.3,48.0,8.9,48.0,1003.0
201504I,Cyclone Megh,IO,IO042015,2015102815,-3,12.9,64.8,45.0,989.0,12.8,64.9,15.5,29.3,48.0,8.9,48.0,1003.0
201504I,Cyclone Megh,IO,IO042015,2015102818,0,13.1,64.6,45.0,989.0,13.1,64.6,0.0,29.2,46.0,7.8,48.0,1010.0
201504I,Cyclone Megh,IO,IO042015,2015102821,-3,13.2,64.4,48.0,987.0,13.1,64.6,24.3,29.2,46.0,7.8,48.0,1010.0
201504I,Cyclone Megh,IO,IO042015,2015102900,0,13.4,64.2,50.0,985.0,13.4,64.2,0.0,29.2,45.0,8.1,42.0,956.0
201504I,Cyclone Megh,IO,IO042015,2015102903,-3,13.6,64.0,53.0,984.0,13.4,64.2,31.0,29.2,45.0,8.1,42.0,956.0
201504I,Cyclone Megh,IO,IO042015,2015102906,0,13.8,63.7,55.0,982.0,13.8,63.7,0.0,29.2,43.0,9.6,41.0,886.0
201504I,Cyclone Megh,IO,IO042015,2015102909,-3,14.0,63.4,60.0,978.0,13.8,63.7,39.3,29.2,43.0,9.6,41.0,886.0
201504I,Cyclone Megh,IO,IO042015,2015102912,0,14.2,63.1,65.0,974.0,14.2,63.1,0.0,29.2,39.0,10.2,42.0,808.0
201504I,Cyclone Megh,IO,IO042015,2015102915,-3,14.2,62.8,73.0,969.0,14.2,63.1,32.3,29.2,39.0,10.2,42.0,808.0
201504I,Cyclone Megh,IO,IO042015,2015102918,0,14.2,62.4,80.0,963.0,14.2,62.4,0.0,29.2,37.0,7.2,43.0,754.0
201504I,Cyclone Megh,IO,IO042015,2015102921,-3,14.2,62.1,90.0,956.0,14.2,62.4,32.3,29.2,37.0,7.2,43.0,754.0
201504I,Cyclone Megh,IO,IO042015,2015103000,0,14.2,61.8,100.0,948.0,14.2,61.8,0.0,29.2,37.0,8.9,44.0,710.0
201504I,Cyclone Megh,IO,IO042015,2015103003,-3,14.1,61.5,115.0,937.0,14.2,61.8,34.2,29.2,37.0,8.9,44.0,710.0
201504I,Cyclone Megh,IO,IO042015,2015103006,0,14.1,61.1,130.0,926.0,14.1,61.1,0.0,29.1,37.0,8.5,41.0,667.0
201504I,Cyclone Megh,IO,IO042015,2015103009,-3,14.1,60.9,128.0,928.0,14.1,61.1,21.6,29.1,37.0,8.5,41.0,667.0
201504I,Cyclone Megh,IO,IO042015,2015103012,0,14.0,60.6,125.0,929.0,14.0,60.6,0.0,29.1,36.0,8.2,41.0,638.0
201504I,Cyclone Megh,IO,IO042015,2015103015,-3,13.9,60.4,123.0,931.0,14.0,60.6,24.3,29.1,36.0,8.2,41.0,638.0
201504I,Cyclone Megh,IO,IO042015,2015103018,0,13.9,60.1,120.0,933.0,13.9,60.1,0.0,29.0,34.0,6.3,40.0,609.0
201504I,Cyclone Megh,IO,IO042015,2015103021,-3,13.9,59.8,118.0,935.0,13.9,60.1,32.4,29.0,34.0,6.3,40.0,609.0
201504I,Cyclone Megh,IO,IO042015,2015103100,0,13.8,59.5,115.0,937.0,13.8,59.5,0.0,28.9,33.0,7.6,36.0,576.0
201504I,Cyclone Megh,IO,IO042015,2015103103,-3,13.8,59.1,113.0,939.0,13.8,59.5,43.2,28.9,33.0,7.6,36.0,576.0
201504I,Cyclone Megh,IO,IO042015,2015103106,0,13.8,58.7,110.0,941.0,13.8,58.7,0.0,29.0,29.0,6.6,36.0,527.0
201504I,Cyclone Megh,IO,IO042015,2015103109,-3,13.8,58.3,110.0,941.0,13.8,58.7,43.2,29.0,29.0,6.6,36.0,527.0
201504I,Cyclone Megh,IO,IO042015,2015103112,0,13.8,57.9,110.0,941.0,13.8,57.9,0.0,29.1,26.0,6.6,40.0,478.0
201504I,Cyclone Megh,IO,IO042015,2015103115,-3,13.8,57.5,110.0,941.0,13.8,57.9,43.2,29.1,26.0,6.6,40.0,478.0
201504I,Cyclone Megh,IO,IO042015,2015103118,0,13.7,57.2,110.0,941.0,13.7,57.2,0.0,29.2,25.0,3.0,40.0,449.0
201504I,Cyclone Megh,IO,IO042015,2015103121,-3,13.6,56.8,113.0,939.0,13.7,57.2,44.6,29.2,25.0,3.0,40.0,449.0
201504I,Cyclone Megh,IO,IO042015,2015110100,0,13.6,56.4,115.0,937.0,13.6,56.4,0.0,29.3,26.0,5.4,40.0,428.0
201504I,Cyclone Megh,IO,IO042015,2015110103,-3,13.6,56.0,115.0,937.0,13.6,56.4,43.2,29.3,26.0,5.4,40.0,428.0
201504I,Cyclone Megh,IO,IO042015,2015110106,0,13.5,55.7,115.0,937.0,13.5,55.7,0.0,29.4,26.0,6.0,40.0,417.0
201504I,Cyclone Megh,IO,IO042015,2015110109,-3,13.5,55.2,118.0,935.0,13.5,55.7,54.1,29.4,26.0,6.0,40.0,417.0
201504I,Cyclone Megh,IO,IO042015,2015110112,0,13.5,54.7,120.0,933.0,13.5,54.7,0.0,29.4,22.0,8.7,42.0,356.0
201504I,Cyclone Megh,IO,IO042015,2015110115,-3,13.4,54.2,120.0,933.0,13.5,54.7,55.2,29.4,22.0,8.7,42.0,356.0
201504I,Cyclone Megh,IO,IO042015,2015110118,0,13.4,53.6,120.0,933.0,13.4,53.6,0.0,29.2,19.0,5.6,41.0,287.0
201504I,Cyclone Megh,IO,IO042015,2015110121,-3,13.3,53.1,115.0,937.0,13.4,53.6,55.2,29.2,19.0,5.6,41.0,287.0
201504I,Cyclone Megh,IO,IO042015,2015110200,0,13.2,52.6,110.0,941.0,13.2,52.6,0.0,28.9,18.0,7.2,42.0,225.0
201504I,Cyclone Megh,IO,IO042015,2015110203,-3,13.2,52.1,108.0,943.0,13.2,52.6,54.1,28.9,18.0,7.2,42.0,225.0
201504I,Cyclone Megh,IO,IO042015,2015110206,0,13.3,51.6,105.0,944.0,13.3,51.6,0.0,28.7,13.0,6.7,44.0,173.0
201504I,Cyclone Megh,IO,IO042015,2015110209,-3,13.4,51.1,103.0,946.0,13.3,51.6,55.2,28.7,13.0,6.7,44.0,173.0
